# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2005627	2005764	-							G4Q83_RS09235	138		partial;pseudo;old_locus_tag=G4Q83_09270
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2005627	2005764	-				transposase			G4Q83_RS09235	138		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2006101	2007435	+					fliD		G4Q83_RS09240	1335		old_locus_tag=G4Q83_09275
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2006101	2007435	+	WP_128421490.1	WP_128421490.1		flagellar filament capping protein FliD	fliD		G4Q83_RS09240	1335	444	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2007604	2008023	+					fliS		G4Q83_RS09245	420		old_locus_tag=G4Q83_09280
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2007604	2008023	+	WP_128421491.1	WP_128421491.1		flagellar export chaperone FliS	fliS		G4Q83_RS09245	420	139	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2008020	2008316	+							G4Q83_RS09250	297		old_locus_tag=G4Q83_09285
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2008020	2008316	+	WP_128421492.1	WP_128421492.1		hypothetical protein			G4Q83_RS09250	297	98	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2008313	2008912	+							G4Q83_RS09255	600		old_locus_tag=G4Q83_09290
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2008313	2008912	+	WP_128421493.1	WP_128421493.1		PilZ domain-containing protein			G4Q83_RS09255	600	199	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2008982	2009614	+							G4Q83_RS09260	633		old_locus_tag=G4Q83_09295
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2008982	2009614	+	WP_128421494.1	WP_128421494.1		response regulator transcription factor			G4Q83_RS09260	633	210	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2009887	2011284	+					rpoN		G4Q83_RS09265	1398		old_locus_tag=G4Q83_09300
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2009887	2011284	+	WP_128421495.1	WP_128421495.1		RNA polymerase factor sigma-54	rpoN		G4Q83_RS09265	1398	465	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2011298	2011681	+							G4Q83_RS09270	384		old_locus_tag=G4Q83_09305
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2011298	2011681	+	WP_010341669.1	WP_010341669.1		response regulator transcription factor			G4Q83_RS09270	384	127	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2011678	2013168	+							G4Q83_RS09275	1491		old_locus_tag=G4Q83_09310
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2011678	2013168	+	WP_128421496.1	WP_128421496.1		sigma-54 dependent transcriptional regulator			G4Q83_RS09275	1491	496	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2013458	2014636	+							G4Q83_RS09280	1179		old_locus_tag=G4Q83_09315
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2013458	2014636	+	WP_185817386.1	WP_185817386.1		DegT/DnrJ/EryC1/StrS family aminotransferase			G4Q83_RS09280	1179	392	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2014633	2014857	+							G4Q83_RS09285	225		old_locus_tag=G4Q83_09320
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2014633	2014857	+	WP_128420508.1	WP_128420508.1		acyl carrier protein			G4Q83_RS09285	225	74	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2014859	2015899	+							G4Q83_RS09290	1041		old_locus_tag=G4Q83_09325
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2014859	2015899	+	WP_128420507.1	WP_128420507.1		ketoacyl-ACP synthase III			G4Q83_RS09290	1041	346	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2015896	2016660	+							G4Q83_RS09295	765		old_locus_tag=G4Q83_09330
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2015896	2016660	+	WP_128420506.1	WP_128420506.1		SDR family oxidoreductase			G4Q83_RS09295	765	254	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2016657	2017391	+							G4Q83_RS09300	735		old_locus_tag=G4Q83_09335
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2016657	2017391	+	WP_128420505.1	WP_128420505.1		SDR family oxidoreductase			G4Q83_RS09300	735	244	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2017388	2018041	+							G4Q83_RS09305	654		old_locus_tag=G4Q83_09340
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2017388	2018041	+	WP_128420504.1	WP_128420504.1		NeuD/PglB/VioB family sugar acetyltransferase			G4Q83_RS09305	654	217	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2018045	2019190	+							G4Q83_RS09310	1146		old_locus_tag=G4Q83_09345
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2018045	2019190	+	WP_128420503.1	WP_128420503.1		aromatic ring-hydroxylating dioxygenase subunit alpha			G4Q83_RS09310	1146	381	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2019180	2019803	+							G4Q83_RS09315	624		old_locus_tag=G4Q83_09350
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2019180	2019803	+	WP_128420502.1	WP_128420502.1		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase			G4Q83_RS09315	624	207	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2019800	2020517	+							G4Q83_RS09320	718		partial;pseudo;old_locus_tag=G4Q83_09355
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2019800	2020517	+				FkbM family methyltransferase			G4Q83_RS09320	718		partial;pseudo
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2020472	2021083	+							G4Q83_RS09325	612		partial;pseudo;old_locus_tag=G4Q83_09360
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2020472	2021083	+				UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase			G4Q83_RS09325	612		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2021183	2022592	+							G4Q83_RS09330	1410		old_locus_tag=G4Q83_09365
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2021183	2022592	+	WP_128420501.1	WP_128420501.1		FkbM family methyltransferase			G4Q83_RS09330	1410	469	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2022921	2023361	-							G4Q83_RS09335	441		old_locus_tag=G4Q83_09370
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2022921	2023361	-	WP_128420500.1	WP_128420500.1		hypothetical protein			G4Q83_RS09335	441	146	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2023736	2023951	+							G4Q83_RS09340	216		old_locus_tag=G4Q83_09375
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2023736	2023951	+	WP_128420499.1	WP_128420499.1		hypothetical protein			G4Q83_RS09340	216	71	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2024436	2025286	+							G4Q83_RS09350	851		pseudo;old_locus_tag=G4Q83_09385
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2024436	2025286	+				DUF1028 domain-containing protein			G4Q83_RS09350	851		pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2025571	2029062	+							G4Q83_RS09355	3492		old_locus_tag=G4Q83_09390
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2025571	2029062	+	WP_128420510.1	WP_128420510.1		glycosyltransferase			G4Q83_RS09355	3492	1163	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2029300	2029662	+					fliE		G4Q83_RS09360	363		old_locus_tag=G4Q83_09395
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2029300	2029662	+	WP_128420497.1	WP_128420497.1		flagellar hook-basal body complex protein FliE	fliE		G4Q83_RS09360	363	120	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2029674	2031383	+					fliF		G4Q83_RS09365	1710		old_locus_tag=G4Q83_09400
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2029674	2031383	+	WP_128420496.1	WP_128420496.1		flagellar M-ring protein FliF	fliF		G4Q83_RS09365	1710	569	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2031394	2032383	+					fliG		G4Q83_RS09370	990		old_locus_tag=G4Q83_09405
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2031394	2032383	+	WP_128420495.1	WP_128420495.1		flagellar motor switch protein FliG	fliG		G4Q83_RS09370	990	329	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2032380	2032997	+							G4Q83_RS09375	618		old_locus_tag=G4Q83_09410
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2032380	2032997	+	WP_128420494.1	WP_128420494.1		FliH/SctL family protein			G4Q83_RS09375	618	205	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2032994	2034370	+							G4Q83_RS09380	1377		old_locus_tag=G4Q83_09415
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2032994	2034370	+	WP_128420493.1	WP_128420493.1		FliI/YscN family ATPase			G4Q83_RS09380	1377	458	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2034374	2034841	+					fliJ		G4Q83_RS09385	468		old_locus_tag=G4Q83_09420
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2034374	2034841	+	WP_128420492.1	WP_128420492.1		flagellar export protein FliJ	fliJ		G4Q83_RS09385	468	155	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2034838	2036118	+							G4Q83_RS09390	1281		old_locus_tag=G4Q83_09425
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2034838	2036118	+	WP_128420491.1	WP_128420491.1		flagellar hook-length control protein FliK			G4Q83_RS09390	1281	426	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2036345	2036872	+							G4Q83_RS09395	528		old_locus_tag=G4Q83_09430
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2036345	2036872	+	WP_128420490.1	WP_128420490.1		flagellar basal body-associated FliL family protein			G4Q83_RS09395	528	175	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2036885	2037892	+					fliM		G4Q83_RS09400	1008		old_locus_tag=G4Q83_09435
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2036885	2037892	+	WP_128420489.1	WP_128420489.1		flagellar motor switch protein FliM	fliM		G4Q83_RS09400	1008	335	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2037889	2038230	+					fliN		G4Q83_RS09405	342		old_locus_tag=G4Q83_09440
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2037889	2038230	+	WP_128420488.1	WP_128420488.1		flagellar motor switch protein FliN	fliN		G4Q83_RS09405	342	113	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2038227	2038643	+					fliO		G4Q83_RS09410	417		old_locus_tag=G4Q83_09445
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2038227	2038643	+	WP_128420487.1	WP_128420487.1		flagellar biosynthetic protein FliO	fliO		G4Q83_RS09410	417	138	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2038646	2039467	+					fliP		G4Q83_RS09415	822		old_locus_tag=G4Q83_09450
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2038646	2039467	+	WP_128420486.1	WP_128420486.1		flagellar type III secretion system pore protein FliP	fliP		G4Q83_RS09415	822	273	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2039472	2039741	+							G4Q83_RS09420	270		old_locus_tag=G4Q83_09455
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2039472	2039741	+	WP_128420485.1	WP_128420485.1		flagellar biosynthetic protein FliQ			G4Q83_RS09420	270	89	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2040250	2041041	+					fliR		G4Q83_RS09425	792		old_locus_tag=G4Q83_09460
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2040250	2041041	+	WP_128420484.1	WP_128420484.1		flagellar biosynthetic protein FliR	fliR		G4Q83_RS09425	792	263	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2041082	2041366	+							G4Q83_RS09430	285		old_locus_tag=G4Q83_09465
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2041082	2041366	+	WP_128420483.1	WP_128420483.1		hypothetical protein			G4Q83_RS09430	285	94	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2041557	2044385	+							G4Q83_RS09435	2829		old_locus_tag=G4Q83_09470
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2041557	2044385	+	WP_246432378.1	WP_246432378.1		diguanylate cyclase			G4Q83_RS09435	2829	942	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2044521	2045615	+							G4Q83_RS09440	1095		old_locus_tag=G4Q83_09475
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2044521	2045615	+	WP_185817387.1	WP_185817387.1		IS30 family transposase			G4Q83_RS09440	1095	364	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2045730	2046880	+							G4Q83_RS09445	1151		pseudo;old_locus_tag=G4Q83_09480
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2045730	2046880	+				IS3 family transposase			G4Q83_RS09445	1151		pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2047202	2047525	+							G4Q83_RS09450	324		old_locus_tag=G4Q83_09485
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2047202	2047525	+	WP_128421978.1	WP_128421978.1		hypothetical protein			G4Q83_RS09450	324	107	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2048534	2049332	+							G4Q83_RS09455	799		pseudo;old_locus_tag=G4Q83_09490
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2048534	2049332	+				IS5 family transposase			G4Q83_RS09455	799		pseudo
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2049561	2049743	-							G4Q83_RS23255	183		partial;pseudo
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2049561	2049743	-				hypothetical protein			G4Q83_RS23255	183		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2050121	2050927	+							G4Q83_RS09465	807		old_locus_tag=G4Q83_09500
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2050121	2050927	+	WP_185817193.1	WP_185817193.1		IS5 family transposase			G4Q83_RS09465	807	268	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2050905	2053157	-							G4Q83_RS09470	2253		old_locus_tag=G4Q83_09505
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2050905	2053157	-	WP_128421926.1	WP_128421926.1		alpha-amylase family glycosyl hydrolase			G4Q83_RS09470	2253	750	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2053400	2053567	+							G4Q83_RS09475	168		partial;pseudo;old_locus_tag=G4Q83_09510
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2053400	2053567	+				IS3 family transposase			G4Q83_RS09475	168		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2053600	2054705	-							G4Q83_RS09480	1106		old_locus_tag=G4Q83_09515
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2053600	2054705	-	WP_185817403.1	WP_185817403.1		IS3 family transposase			G4Q83_RS09480	1107	368	ribosomal_slippage
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2054750	2055190	-							G4Q83_RS09485	441		old_locus_tag=G4Q83_09520
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2054750	2055190	-	WP_221893116.1	WP_221893116.1		helix-turn-helix domain-containing protein			G4Q83_RS09485	441	146	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2055393	2058209	-					gyrA		G4Q83_RS09490	2817		old_locus_tag=G4Q83_09525
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2055393	2058209	-	WP_128421299.1	WP_128421299.1		DNA gyrase subunit A	gyrA		G4Q83_RS09490	2817	938	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2058421	2059485	-					mtnA		G4Q83_RS09495	1065		old_locus_tag=G4Q83_09530
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2058421	2059485	-	WP_128421300.1	WP_128421300.1		S-methyl-5-thioribose-1-phosphate isomerase	mtnA		G4Q83_RS09495	1065	354	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2059575	2060282	-							G4Q83_RS09500	708		old_locus_tag=G4Q83_09535
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2059575	2060282	-	WP_128421301.1	WP_128421301.1		DUF3011 domain-containing protein			G4Q83_RS09500	708	235	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2060415	2061371	-					epmA		G4Q83_RS09505	957		old_locus_tag=G4Q83_09540
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2060415	2061371	-	WP_128421302.1	WP_128421302.1		EF-P lysine aminoacylase EpmA	epmA		G4Q83_RS09505	957	318	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2061415	2063931	-					ligA		G4Q83_RS09510	2517		old_locus_tag=G4Q83_09545
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2061415	2063931	-	WP_128421303.1	WP_128421303.1		NAD-dependent DNA ligase LigA	ligA		G4Q83_RS09510	2517	838	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2064369	2064551	+							G4Q83_RS09515	183		partial;pseudo;old_locus_tag=G4Q83_09550
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2064369	2064551	+				IS5/IS1182 family transposase			G4Q83_RS09515	183		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2064639	2065586	-							G4Q83_RS09520	948		old_locus_tag=G4Q83_09555
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2064639	2065586	-	WP_128421308.1	WP_128421308.1		homoserine kinase			G4Q83_RS09520	948	315	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2065604	2068111	-					thrA		G4Q83_RS09525	2508		old_locus_tag=G4Q83_09560
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2065604	2068111	-	WP_128421304.1	WP_128421304.1		bifunctional aspartate kinase/homoserine dehydrogenase I	thrA		G4Q83_RS09525	2508	835	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2068485	2068664	-							G4Q83_RS09530	180		old_locus_tag=G4Q83_09565
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2068485	2068664	-	WP_128421305.1	WP_128421305.1		hypothetical protein			G4Q83_RS09530	180	59	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2068926	2069168	-							G4Q83_RS09535	243		old_locus_tag=G4Q83_09570
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2068926	2069168	-	WP_128421306.1	WP_128421306.1		hypothetical protein			G4Q83_RS09535	243	80	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2069234	2069512	+							G4Q83_RS22560	279		
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2069234	2069512	+	WP_128421307.1	WP_128421307.1		hypothetical protein			G4Q83_RS22560	279	92	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2069865	2070848	-							G4Q83_RS09540	984		old_locus_tag=G4Q83_09575
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2069865	2070848	-	WP_185817191.1	WP_185817191.1		IS5 family transposase			G4Q83_RS09540	984	327	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2070924	2071722	-							G4Q83_RS09545	799		old_locus_tag=G4Q83_09580
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2070924	2071722	-	WP_185817388.1	WP_185817388.1		IS5 family transposase			G4Q83_RS09545	801	266	ribosomal_slippage
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2071856	2072839	+							G4Q83_RS09550	984		old_locus_tag=G4Q83_09585
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2071856	2072839	+	WP_185817191.1	WP_185817191.1		IS5 family transposase			G4Q83_RS09550	984	327	
gene	tRNA	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2073051	2073127	-							G4Q83_RS09555	77		old_locus_tag=G4Q83_09590
tRNA		GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2073051	2073127	-				tRNA-Arg			G4Q83_RS09555	77		anticodon=CCT
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2073314	2073418	+							G4Q83_RS09560	105		partial;pseudo;old_locus_tag=G4Q83_09595
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2073314	2073418	+				IS5/IS1182 family transposase			G4Q83_RS09560	105		partial;pseudo
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2073425	2073562	-							G4Q83_RS09565	138		partial;pseudo;old_locus_tag=G4Q83_09600
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2073425	2073562	-				IS3 family transposase			G4Q83_RS09565	138		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2073628	2074611	+							G4Q83_RS09570	984		old_locus_tag=G4Q83_09605
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2073628	2074611	+	WP_185817191.1	WP_185817191.1		IS5 family transposase			G4Q83_RS09570	984	327	
gene	pseudogene	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2074726	2075746	-							G4Q83_RS09575	1021		partial;pseudo;old_locus_tag=G4Q83_09610
CDS	without_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2074726	2075746	-				IS3 family transposase			G4Q83_RS09575	1021		partial;pseudo
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2075958	2077490	+							G4Q83_RS09580	1533		old_locus_tag=G4Q83_09615
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2075958	2077490	+	WP_128419572.1	WP_128419572.1		aldehyde dehydrogenase family protein			G4Q83_RS09580	1533	510	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2077494	2078234	+							G4Q83_RS09585	741		old_locus_tag=G4Q83_09620
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2077494	2078234	+	WP_128419571.1	WP_128419571.1		metallophosphatase family protein			G4Q83_RS09585	741	246	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2078332	2078613	+							G4Q83_RS09590	282		old_locus_tag=G4Q83_09625
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2078332	2078613	+	WP_128419570.1	WP_128419570.1		DUF4190 domain-containing protein			G4Q83_RS09590	282	93	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2078618	2079385	+							G4Q83_RS09595	768		old_locus_tag=G4Q83_09630
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2078618	2079385	+	WP_128419569.1	WP_128419569.1		class I SAM-dependent methyltransferase			G4Q83_RS09595	768	255	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2079395	2080450	+							G4Q83_RS09600	1056		old_locus_tag=G4Q83_09635
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2079395	2080450	+	WP_128419568.1	WP_128419568.1		quinone-dependent dihydroorotate dehydrogenase			G4Q83_RS09600	1056	351	
gene	protein_coding	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2080447	2081487	+					murB		G4Q83_RS09605	1041		old_locus_tag=G4Q83_09640
CDS	with_protein	GCF_014236795.1	Primary Assembly	chromosome		NZ_CP049017.1	2080447	2081487	+	WP_128419567.1	WP_128419567.1		UDP-N-acetylmuramate dehydrogenase	murB		G4Q83_RS09605	1041	346	
